timestamp,event,summary
2026-06-28T18:33:01.2951645-04:00,CMD_FLASH,conhost.exe pid=26764 ppid=27992 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:02.0509588-04:00,CMD_FLASH,conhost.exe pid=3192 ppid=31244 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:02.3717616-04:00,CMD_FLASH,powershell.exe pid=26912 ppid=32612 cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -File E:/ai/Projects/Meridian/screenshots/proc-poller.ps1
2026-06-28T18:33:03.3280209-04:00,CMD_FLASH,conhost.exe pid=14752 ppid=14744 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:03.7580509-04:00,CMD_FLASH,conhost.exe pid=27912 ppid=27124 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:03.7840043-04:00,CMD_FLASH,powershell.exe pid=27992 ppid=27124 cmd=powershell.exe -NoProfile -ExecutionPolicy Bypass -WindowStyle Hidden -InputFormat Text -OutputFormat Text -File E:\ai\apps\npm\node_modules\9router\src\cli\tray\tray.ps1 -IconPath E:\ai\apps\npm\node_modules\9router\src\cli\tray\icon.ico -Tooltip "9Router - Port 20128"
2026-06-28T18:33:03.8047696-04:00,CMD_FLASH,conhost.exe pid=26764 ppid=27992 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:04.6114543-04:00,CMD_FLASH,conhost.exe pid=3192 ppid=31244 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:04.9643305-04:00,CMD_FLASH,powershell.exe pid=26912 ppid=32612 cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -File E:/ai/Projects/Meridian/screenshots/proc-poller.ps1
2026-06-28T18:33:05.9304078-04:00,CMD_FLASH,conhost.exe pid=14752 ppid=14744 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:06.3526095-04:00,CMD_FLASH,conhost.exe pid=27912 ppid=27124 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:06.3762147-04:00,CMD_FLASH,powershell.exe pid=27992 ppid=27124 cmd=powershell.exe -NoProfile -ExecutionPolicy Bypass -WindowStyle Hidden -InputFormat Text -OutputFormat Text -File E:\ai\apps\npm\node_modules\9router\src\cli\tray\tray.ps1 -IconPath E:\ai\apps\npm\node_modules\9router\src\cli\tray\icon.ico -Tooltip "9Router - Port 20128"
2026-06-28T18:33:06.3976720-04:00,CMD_FLASH,conhost.exe pid=26764 ppid=27992 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:07.2086336-04:00,CMD_FLASH,conhost.exe pid=3192 ppid=31244 cmd=\??\C:\Windows\system32\conhost.exe 0x4
2026-06-28T18:33:07.5610400-04:00,CMD_FLASH,powershell.exe pid=26912 ppid=32612 cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -File E:/ai/Projects/Meridian/screenshots/proc-poller.ps1
